plugin,baseid,name,description
Morrowind.esm,bk_nchunaksfireandfaith,Nchunak's Fire and Faith,"A quarto-bound book featuring a dark leather spine and worn parchment pages secured within a plain, sturdy cover."
Bloodmoon.esm,BM riekling lance,Riekling Lance,"A short, ice-blue spearhead of jagged, translucent frost is bound to a crude wooden shaft with leather strips."
Morrowind.esm,amulet of locking,Amulet of Locking,"A circular metallic amulet hangs from a simple chain, centered with a small, unadorned disc."
Morrowind.esm,veloth's robe,Veloth's Robe,"An expensive-looking robe tailored from rich fabric, featuring wide sleeves and a draped, ankle-length cut."
Morrowind.esm,common_robe_05_b,Common Robe,"A simple, loosely woven brown robe with wide sleeves and a frayed hem."
Morrowind.esm,cl_ringofregeneration,Ring of Regeneration,An expensive gold ring featuring a thick rounded band and a prominent circular setting mounted with a polished gemstone.
Morrowind.esm,p_poison_resistance_s,Standard Poison Resistance,"A small rounded glass vial sealed with a cork stopper, containing a green liquid."
Morrowind.esm,dire flamebolt ring,Dire Flamebolt Ring,"A common circular band ring formed from plain unadorned metal, sized to fit upon a finger."
Morrowind.esm,BookSkill_Alteration2,The Dragon Break Re-Examined,"A thick octavo book bound in worn leather covers, its spine bearing faded gilt lettering and age-darkened pages."
Tribunal.esm,her dart,Her Dart,A slender silver throwing dart with a narrow pointed tip and small fletched fins at the base.
Morrowind.esm,steel sparkscythe,Steel Sparkscythe,"A heavy two-handed blade curves into a wide, sickle-shaped arc atop a long steel tang fitted with a wrapped grip."
Morrowind.esm,dwemer jinksword,Dwemer Jinksword,"A short bronze blade with a geometric tip protrudes from a heavy, angular brass hilt fitted with a crossguard."
Morrowind.esm,bk_corpsepreperation1_o,Corpse Preparation v I,An open octavo book featuring a worn binding and exposed pages displaying the first volume of a necromantic treatise.
Morrowind.esm,bk_wildelves,The Wild Elves,A quarto-format book bound in worn leather covers with a faded title stamped on the spine.
Morrowind.esm,writ_baladas,Honorable Writ of Execution,"A tightly rolled parchment scroll sealed with dark wax, bearing official execution orders written in faded ink."
Morrowind.esm,ingred_scrib_jelly_01,Scrib Jelly,"A translucent, pale blue gelatinous mass of thick, sticky jelly harvested from the scrib insect."
Morrowind.esm,bk_Ibardad_Elante_notes,Elante's Notes,"An open octavo of loose gatherings bound between worn covers, its handwritten pages filled with narrow ink lines."
Morrowind.esm,steel broadsword of hewing,Steel Broadsword of Hewing,A leaf-bladed steel broadsword features a widened central blade section tapering to a conventional hilt.
Tribunal.esm,adamantium_greaves,Adamantium Greaves,"Polished silvery adamantium greaves shaped to sheath the upper legs, featuring articulated overlapping plates and subtle fluted ridges."
Morrowind.esm,p_restore_strength_e,Exclusive Restore Strength,"A tall, slender glass vial sealed with a faceted stopper contains a dark amber liquid."
Morrowind.esm,we_shimsil,Shimsil,"A short, one-handed blade forged from dark ebony features a slender thrusting profile and a matching hilt."
Morrowind.esm,common_shirt_gondolier,Gondolier Shirt,"A loose-fitting white linen shirt with wide sleeves and a wide, flat collar designed for gondoliers."
Morrowind.esm,key_Thiralas_tomb,Key to Thiralas tomb,"A simple iron key with a flat, notched blade and a small looped bow for attaching to a ring."
Morrowind.esm,misc_lw_cup,Limeware Cup,"A smooth, pale limeware cup with a gently flared rim and a sturdy, rounded base."
Morrowind.esm,bonemold_towershield,Bonemold Tower Shield,"A tall shield constructed from thick, overlapping layers of bonemold with a prominent central vertical ridge."
Morrowind.esm,magic_bolt,FOR SPELL CASTING,"A slender arrow with a narrow, target-pointed head and a smooth wooden shaft fitted with clipped fletching."
Morrowind.esm,ring of the five fingers of pai,Ring of the Five Fingers of Pai,A common copper ring shaped into five slender projecting fingers curling inward toward a central band.
Morrowind.esm,expensive_amulet_02,Expensive Amulet,A polished golden amulet formed from a thick circular band suspending a small teardrop pendant.
Morrowind.esm,belt of jack of trades,Belt of Jack of Trades,A common leather belt secured with a simple metal buckle and fitted with evenly spaced round eyelets along its strap.
Bloodmoon.esm,bk_fryssajournal,Journal of Fryssa,"A worn folio bound in dark leather, its sewn pages filled with closely written ink text and showing creased edges."
Morrowind.esm,dwarven war axe_redas,Redas War Axe,A steel one-handed war axe featuring a curved blade mounted on a short haft with a simple grip.
Morrowind.esm,bonemold bolt,Bonemold Bolt,"A short crossbow bolt constructed from resin-reinforced bone composite, fitted with fletching and a sharp tip."
Morrowind.esm,bk_poisonsong1,Poison Song I,"A quarto-sized book bound in a plain, well-worn cover with a simple spine and unadorned pages."
Tribunal.esm,bleeder dart,Bleeder Dart,A slender steel throwing dart with a narrow barbed head and a short fletched shaft.
Morrowind.esm,common_belt_04,Common Belt,A thick leather belt fastened with a simple rectangular metal buckle and fitted with a single loop.
Bloodmoon.esm,Misc_Com_Bucket_Metal,Metal Bucket,A cylindrical metal bucket with a semicircular wire handle fitted through two small loops riveted near the rim.
Morrowind.esm,ring_surrounding_unique,Ring of Surroundings,"A slender silver band encircles the finger, its surface etched with intertwining leafy vines and small polished green stones."
Morrowind.esm,extravagant_robe_01_a,Extravagant Robe,"A long, flowing robe of richly colored fabric with wide sleeves and an ornamental sash tied at the waist."
Morrowind.esm,BookSkill_Axe5_open,"36 Lessons of Vivec, Sermon 16",An open octavo book with a worn leather cover and exposed pages of densely inked script.
Morrowind.esm,ring of nullification,Ring of Nullification,An extravagant ring crafted from polished gold and adorned with symmetrical filigree surrounding a dark central band.
Bloodmoon.esm,bm_ebony_staff_necro,Staff of Carnal Channeling,A tall two-handed staff of dark ebony is crowned by a carved finial shaped to channel necromantic energies.
Tribunal.esm,robe_lich_unique_x,Robe of the Lich,"A tattered, black robe with long, trailing sleeves and a frayed hem, fastened by a skull buckle."
Morrowind.esm,sc_Vulpriss,A scrawled note,"A crumpled parchment scroll bears hastily scrawled ink markings across its unrolled, yellowed surface."
Morrowind.esm,bk_onoblivion,On Oblivion,"A thick octavo volume bound in dark leather, featuring a plain spine and worn cover with faded gilt lettering."
Morrowind.esm,bk_Confessions,Confessions of a Skooma-Eater,A thick bound folio with a sturdy cover and numerous pages gathered and secured at the spine.
Tribunal.esm,warhammer_crusher_unique_x,Skull Crusher,"A heavy one-handed warhammer forged from bronze, featuring a thick haft and a massive, blocky striking head."
Morrowind.esm,steel katana,Steel Katana,A slender curved long blade of polished steel extends from a hilt wrapped in dark cord.
Bloodmoon.esm,common_ring_05_BM_UNI,Common Ring,"A slender copper band with a small, rough-cut green stone set in a simple claw mounting."
Tribunal.esm,netch_leather_pauldron_left,Netch Leather Left Pauldron,"A rough, asymmetrical left pauldron crafted from thick, boiled netch hide with exposed stitching along the seams."
Morrowind.esm,daedric dai-katana,Daedric Dai-katana,"A massive two-handed blade with an undulating edge, forged from blackened ebony and mounted in a jagged red grip."
Morrowind.esm,key_odral_helvi,Odral Helvi's Key,A standard metal key with a looped bow handle and notched bit for turning a lock mechanism.
Tribunal.esm,Indoril_MH_Guard_boots,Her Hand's Boots,Golden-hued Indoril boots feature overlapping curved plates and a tall flared cuff of dark fabric.
Morrowind.esm,dwarven warhammer,Dwarven Warhammer,"A heavy two-handed hammer forged from golden Dwemer metal, featuring a thick cylindrical head mounted on a long shaft."
Morrowind.esm,light_de_candle_17,Brass Candlestick,A tall brass candlestick with a wide circular base and a slender stem supporting a small cup.
Morrowind.esm,bk_vivecandmephala,Vivec and Mephala,"A thick octavo volume bound in worn leather covers, its spine displaying faded gilt lettering."
Morrowind.esm,bound_mace,Bound Mace,"A daedric one-handed mace formed from conjured matter, featuring a heavy flanged head and a darkly ornate haft."
Morrowind.esm,bookskill_speechcraft4,"The Wolf Queen, Book VII","A thick octavo volume bound in worn leather covers, with a faded spine and yellowed pages."
Morrowind.esm,index_falas,Falasmaryon Propylon Index,"A faceted crystalline shard cut with precise angular planes and polished to a smooth, translucent finish."
Tribunal.esm,DarkBrotherhood gauntlet_R,Dark Brotherhood Right Gauntlet,A fitted right hand gauntlet of blackened leather with reinforced knuckle plates and buckled forearm straps.
Morrowind.esm,Iron Long Spear,Iron Spear,A long iron spearhead is mounted on a simple wooden shaft designed for two-handed thrusting.
Morrowind.esm,light_de_lantern_02_256_Off,Glass Lantern,A transparent glass lantern with a metal frame and a small latched door enclosing an interior fuel basin.
Tribunal.esm,Helsethguard_greaves,Royal Guard Greaves,"Polished dark metal greaves shaped to protect the upper legs, fitted with reinforced knee plates and subtle ornamental ridges."
Morrowind.esm,p_fortify_fatigue_c,Cheap Fortify Fatigue,"A thin, cheaply made glass vial holds a watery, pale liquid sealed with a rough cork stopper."
Morrowind.esm,poison_goop00,Poison,"A viscous, sickly greenish puddle of gelatinous substance seeps slowly from an unseen organic source."
Morrowind.esm,ring_fathasa_unique,Fathasa's Ring,An exquisite gold ring featuring an ornate band and a prominent central gemstone set in delicate clawed prongs.
Morrowind.esm,amulet of igniis,Amulet of Igniis,"An extravagant amulet of polished gold suspended from a delicate chain, centered with a small ornamental setting."
Morrowind.esm,bk_BriefHistoryEmpire3,Brief History of the Empire v 3,A quarto-sized book bound in worn brown leather covers with a faded spine and yellowed pages.
Morrowind.esm,ingred_bread_01_UNI2,Bread,"A golden-brown loaf of baked bread with a rounded top, split crust, and pale flour-dusted surface."
Morrowind.esm,ebony spear_hrce_unique,Ebony Spear,A long two-handed spear featuring a dark ebony shaft and a broad black blade.
Morrowind.esm,boots_apostle_unique,Boots of the Apostle,"Ornate golden boots shaped with overlapping plates and tall arches, polished to a reflective sheen across the articulated foot and ankle."
Morrowind.esm,misc_dwrv_artifact40,Dwemer Scarab Schematics,A rolled parchment of aged hide displays geometric Dwemer machinery diagrams alongside a prominent scarab figure.
Morrowind.esm,light_com_candle_05,Pewter Candlestick,"A simple cast pewter candlestick with a wide circular base, slender column, and a cup holding a white candle."
Bloodmoon.esm,silver viperblade,Silver Viperblade,A slender silver shortsword features a sinuous blade shaped like a striking viper's fang.
Morrowind.esm,Light_De_Candle_23,Brass Candlestick,A tall brass candlestick features a wide circular base and a slender shaft supporting a small cup.
Morrowind.esm,key_Savel_tomb,Key to Savel tomb,"A plain iron key with a rectangular bow, short shaft, and simple single-toothed bit."
Morrowind.esm,right horny fist gauntlet,Right Glove of the Horny Fist,A netch leather right gauntlet featuring a prominent horned knuckle plate rising above the reinforced fist.
Morrowind.esm,potion_cyro_brandy_01,Cyrodiilic Brandy,A rounded glass bottle filled with amber liquid and sealed with a sturdy cork stopper.
Morrowind.esm,bk_a2_1_thestranger,The Stranger,"A rolled parchment scroll made from yellowed animal skin, featuring faded ink script across its creased, slightly worn surface."
Morrowind.esm,key_tgbt,Nads Tharen's Key,"A plain iron key cut with standard ward notches, fitted to a small rectangular bow."
Tribunal.esm,steel mace,Steel Mace,A heavy one-handed blunt weapon featuring a thick steel shaft topped by a flanged steel head.
Tribunal.esm,bonemold_shield,Bonemold Shield,"A tall rectangular shield constructed from shaped bone resin, featuring a pale surface with dark angular ridges."
Morrowind.esm,ebony_dagger_mehrunes,Ebony Shortsword,A dark ebony shortsword with a tapered blade and an ornate hilt shaped like a stylized daedric figure.
Morrowind.esm,torch_infinite_time_unique,Torch,A sturdy wooden torch wrapped with dark cloth at the grip and topped with a flame-charred head.
